"","p.value.13CCPS","p.value.13CXPS","OTU","Day"
"663",NA,"0.7853","OTU.1019","1"
"664",NA,"0.4797","OTU.539","1"
"665",NA,"0.9518","OTU.175","1"
"666",NA,"0.9403","OTU.459","1"
"667",NA,"0.6205","OTU.168","1"
"668",NA,"0.4171","OTU.298","1"
"669",NA,"0.3899","OTU.914","1"
"670",NA,"0.6488","OTU.984","1"
"671",NA,"0.8635","OTU.775","1"
"672",NA,NA,"OTU.1754","1"
"673",NA,"0.2517","OTU.403","1"
"674",NA,"0.5491","OTU.4446","1"
"675",NA,"0.4256","OTU.869","1"
"676",NA,"0.5144","OTU.274","1"
"677",NA,"0.1173","OTU.669","1"
"678",NA,"0.0017","OTU.2338","1"
"679",NA,"0.5395","OTU.634","1"
"680",NA,"0.7462","OTU.316","1"
"681",NA,"0.448","OTU.167","1"
"682",NA,"0.4732","OTU.425","1"
"683",NA,"0.578","OTU.731","1"
"684",NA,"0.7385","OTU.768","1"
"685",NA,"0.4464","OTU.934","1"
"686",NA,"0.24","OTU.323","1"
"687",NA,"0.6133","OTU.2263","1"
"688",NA,"0.8358","OTU.359","1"
"689",NA,NA,"OTU.3407","1"
"690",NA,"0.9217","OTU.3923","1"
"691",NA,"0.9815","OTU.858","1"
"692",NA,"0.9339","OTU.785","1"
"693",NA,"0.2431","OTU.982","1"
"694",NA,"0.6642","OTU.543","1"
"695",NA,"0.6285","OTU.441","1"
"696",NA,"0.6676","OTU.4149","1"
"697",NA,"0.5328","OTU.4884","1"
"698",NA,"0.1458","OTU.1535","1"
"699",NA,"0.7293","OTU.1888","1"
"700",NA,"0.2178","OTU.5680","1"
"701",NA,"0.6326","OTU.434","1"
"702",NA,"0.6622","OTU.396","1"
"703",NA,NA,"OTU.2299","1"
"704",NA,"0.967","OTU.440","1"
"705",NA,"0.3248","OTU.514","1"
"706",NA,"0.4569","OTU.348","1"
"707",NA,"0.4592","OTU.211","1"
"708",NA,"0.6787","OTU.208","1"
"709",NA,"0.2424","OTU.229","1"
"710",NA,"0.9536","OTU.4704","1"
"711",NA,"0.1306","OTU.449","1"
"712",NA,"0.1223","OTU.676","1"
"713",NA,"0.0587","OTU.593","1"
"714",NA,"0.3013","OTU.301","1"
"715",NA,"0.824","OTU.219","1"
"716",NA,"0.6391","OTU.2200","1"
"717",NA,"0.7692","OTU.364","1"
"718",NA,"0.1569","OTU.374","1"
"719",NA,"0.8285","OTU.706","1"
"720",NA,"0.6365","OTU.687","1"
"721",NA,"0.6571","OTU.1808","1"
"722",NA,"0.9591","OTU.968","1"
"723",NA,"0.6268","OTU.544","1"
"724",NA,"0.2233","OTU.212","1"
"725",NA,"0.6983","OTU.358","1"
"726",NA,"0.6047","OTU.473","1"
"727",NA,NA,"OTU.1677","1"
"728",NA,"0.9007","OTU.1119","1"
"729",NA,NA,"OTU.2782","1"
"730",NA,"0.5137","OTU.339","1"
"731",NA,"0.964","OTU.689","1"
"732",NA,"0.8352","OTU.816","1"
"733",NA,"0.9987","OTU.822","1"
"734",NA,NA,"OTU.865","1"
"735",NA,"0.7754","OTU.1005","1"
"736",NA,"0.6353","OTU.1025","1"
"737",NA,"0.8864","OTU.193","1"
"738",NA,"0.3045","OTU.259","1"
"739",NA,"0.0616","OTU.392","1"
"740",NA,"0.5665","OTU.479","1"
"741",NA,"0.9017","OTU.529","1"
"742",NA,"0.6612","OTU.574","1"
"743",NA,"0.4113","OTU.656","1"
"744",NA,"0.3996","OTU.746","1"
"745",NA,"0.8551","OTU.1455","1"
"746",NA,"0.4417","OTU.410","1"
"747",NA,"0.6057","OTU.378","1"
"748",NA,"0.7247","OTU.237","1"
"749",NA,"0.5795","OTU.636","1"
"750",NA,"0.1043","OTU.5539","1"
"751",NA,"0.585","OTU.313","1"
"752",NA,"0.1414","OTU.2897","1"
"753",NA,"0.6466","OTU.1445","1"
"754",NA,"0.9787","OTU.2073","1"
"755",NA,"0.6995","OTU.2404","1"
"756",NA,"0.6221","OTU.2972","1"
"757",NA,"0.921","OTU.356","1"
"758",NA,"0.5851","OTU.362","1"
"759",NA,"0.3805","OTU.427","1"
"760",NA,"0.9124","OTU.546","1"
"761",NA,"0.9317","OTU.763","1"
"762",NA,"0.297","OTU.796","1"
"763",NA,"0.6914","OTU.781","1"
"764",NA,"0.9806","OTU.278","1"
"765",NA,"0.7045","OTU.602","1"
"766",NA,NA,"OTU.1036","1"
"767",NA,"0.3808","OTU.1220","1"
"768",NA,"0.5591","OTU.1289","1"
"769",NA,NA,"OTU.2098","1"
"770",NA,"0.422","OTU.306","1"
"771",NA,"0.2317","OTU.644","1"
"772",NA,"0.9251","OTU.761","1"
"773",NA,"0.8651","OTU.1504","1"
"774",NA,"0.4389","OTU.742","1"
"775",NA,"0.1574","OTU.811","1"
"776",NA,"0.4141","OTU.408","1"
"777",NA,"0.2382","OTU.258","1"
"778",NA,"0.6597","OTU.126","1"
"779",NA,NA,"OTU.2827","1"
"780",NA,"0.9665","OTU.4741","1"
"781",NA,"0.5374","OTU.5555","1"
"782",NA,"0.9757","OTU.899","1"
"783",NA,"0.7115","OTU.918","1"
"784",NA,NA,"OTU.1023","1"
"785",NA,"0.445","OTU.1252","1"
"786",NA,"0.413","OTU.314","1"
"787",NA,"0.8758","OTU.470","1"
"788",NA,"0.8727","OTU.594","1"
"789",NA,"0.3781","OTU.877","1"
"790",NA,NA,"OTU.778","1"
"791",NA,"0.9601","OTU.2294","1"
"792",NA,"0.2119","OTU.5190","1"
"793",NA,"0.9023","OTU.641","1"
"794",NA,"0.9315","OTU.180","1"
"795",NA,"0.6734","OTU.2703","1"
"796",NA,"0.0982","OTU.685","1"
"797",NA,"0.7812","OTU.187","1"
"798",NA,"0.512","OTU.2258","1"
"799",NA,"0.861","OTU.286","1"
"800",NA,"0.4651","OTU.507","1"
"801",NA,"0.0596","OTU.1387","1"
"802",NA,"0.4375","OTU.255","1"
"803",NA,"0.3112","OTU.4020","1"
"804",NA,"0.6071","OTU.552","1"
"805",NA,"0.6677","OTU.6066","1"
"806",NA,"0.8077","OTU.856","1"
"807",NA,"0.3917","OTU.2039","1"
"808",NA,"0.7685","OTU.1739","1"
"809",NA,"0.9699","OTU.262","1"
"810",NA,"0.8391","OTU.332","1"
"811",NA,"0.9222","OTU.1855","1"
"812",NA,"0.5469","OTU.363","1"
"813",NA,NA,"OTU.759","1"
"814",NA,"0.2829","OTU.843","1"
"815",NA,"0.5571","OTU.904","1"
"816",NA,"0.9961","OTU.214","1"
"817",NA,"0.5776","OTU.683","1"
"818",NA,"0.4867","OTU.5603","1"
"819",NA,"0.5482","OTU.1830","1"
"820",NA,"0.3299","OTU.3002","1"
"821",NA,"0.8553","OTU.419","1"
"822",NA,NA,"OTU.1982","1"
"823",NA,"0.7264","OTU.509","1"
"824",NA,"0.691","OTU.1529","1"
"825",NA,NA,"OTU.1729","1"
"826",NA,"0.5314","OTU.1437","1"
"827",NA,"0.2267","OTU.202","1"
"828",NA,NA,"OTU.2368","1"
"829",NA,"0.3802","OTU.391","1"
"830",NA,"0.171","OTU.531","1"
"831",NA,"0.039","OTU.567","1"
"832",NA,"0.6022","OTU.621","1"
"833",NA,"0.9365","OTU.800","1"
"834",NA,"0.9273","OTU.671","1"
"835",NA,"0.2654","OTU.401","1"
"836",NA,"0.197","OTU.462","1"
"837",NA,"0.2429","OTU.610","1"
"838",NA,"0.4136","OTU.908","1"
"839",NA,"0.4677","OTU.2254","1"
"840",NA,"0.684","OTU.511","1"
"841",NA,"0.7873","OTU.443","1"
"842",NA,"0.1626","OTU.388","1"
"843",NA,"0.9018","OTU.402","1"
"844",NA,"0.2665","OTU.920","1"
"845",NA,"0.7059","OTU.296","1"
"846",NA,"0.6011","OTU.4393","1"
"847",NA,"0.9788","OTU.478","1"
"848",NA,"0.8351","OTU.532","1"
"849",NA,NA,"OTU.974","1"
"850",NA,"0.9407","OTU.1496","1"
"851",NA,"0.062","OTU.1706","1"
"852",NA,"0.3705","OTU.3988","1"
"853",NA,"0.3931","OTU.5192","1"
"854",NA,"0.723","OTU.730","1"
"855",NA,"0.9193","OTU.894","1"
"856",NA,"0.8655","OTU.299","1"
"857",NA,"0.9771","OTU.224","1"
"858",NA,NA,"OTU.1153","1"
"859",NA,"0.2789","OTU.718","1"
"860",NA,"0.4551","OTU.2697","1"
"861",NA,"0.7833","OTU.315","1"
"862",NA,"0.3883","OTU.368","1"
"863",NA,"0.5777","OTU.521","1"
"864",NA,"0.7843","OTU.236","1"
"865",NA,"0.6814","OTU.283","1"
"866",NA,"0.6842","OTU.2054","1"
"867",NA,"0.5355","OTU.488","1"
"868",NA,"0.6004","OTU.496","1"
"869",NA,"0.6812","OTU.505","1"
"870",NA,NA,"OTU.5300","1"
"871",NA,"0.47","OTU.812","1"
"872",NA,"0.1417","OTU.2038","1"
"873",NA,"0.8386","OTU.1313","1"
"874",NA,"0.6326","OTU.5001","1"
"875",NA,"0.7039","OTU.851","1"
"876",NA,"0.0149","OTU.406","1"
"877",NA,"0.3799","OTU.432","1"
"878",NA,"0.9729","OTU.1001","1"
"879",NA,"0.9074","OTU.1071","1"
"880",NA,"0.1848","OTU.1346","1"
"881",NA,NA,"OTU.3452","1"
"882",NA,"0.7466","OTU.520","1"
"883",NA,"0.5811","OTU.553","1"
"884",NA,"0.3074","OTU.572","1"
"885",NA,"0.9337","OTU.672","1"
"886",NA,"0.8439","OTU.711","1"
"887",NA,NA,"OTU.719","1"
"888",NA,NA,"OTU.854","1"
"889",NA,"0.8119","OTU.435","1"
"890",NA,"0.9689","OTU.390","1"
"891",NA,"0.5773","OTU.508","1"
"892",NA,"0.3015","OTU.2574","1"
"893",NA,"0.0967","OTU.295","1"
"894",NA,"0.6367","OTU.4997","1"
"895",NA,"0.3025","OTU.397","1"
"896",NA,"0.3985","OTU.2028","1"
"897",NA,NA,"OTU.2220","1"
"898",NA,"0.7573","OTU.5709","1"
"899",NA,"0.9277","OTU.1255","1"
"900",NA,"0.1055","OTU.1083","1"
"901",NA,"0.3195","OTU.5144","1"
"902",NA,"0.0902","OTU.1148","1"
"903",NA,"0.6464","OTU.288","1"
"904",NA,"0.7078","OTU.379","1"
"905",NA,"0.5017","OTU.326","1"
"906",NA,"0.5482","OTU.1833","1"
"907",NA,"0.7448","OTU.3230","1"
"908",NA,"0.6356","OTU.757","1"
"909",NA,"0.9412","OTU.2550","1"
"910",NA,"0.4269","OTU.192","1"
"911",NA,"0.1203","OTU.559","1"
"912",NA,NA,"OTU.700","1"
"913",NA,"0.4519","OTU.422","1"
"914",NA,"0.6149","OTU.1100","1"
"915",NA,"0.3906","OTU.1114","1"
"916",NA,"0.7452","OTU.1302","1"
"917",NA,"0.7722","OTU.1503","1"
"918",NA,"0.2574","OTU.1519","1"
"919",NA,"0.3396","OTU.361","1"
"920",NA,"0.4288","OTU.428","1"
"921",NA,"0.2512","OTU.4926","1"
"922",NA,"0.3157","OTU.735","1"
"923",NA,"0.6693","OTU.739","1"
"924",NA,NA,"OTU.887","1"
"925",NA,"0.1421","OTU.932","1"
"926",NA,"0.4554","OTU.213","1"
"927",NA,"0.6954","OTU.454","1"
"928",NA,"0.7251","OTU.587","1"
"929",NA,"0.9471","OTU.439","1"
"930",NA,"0.652","OTU.1084","1"
"931",NA,NA,"OTU.1202","1"
"932",NA,NA,"OTU.2812","1"
"933",NA,NA,"OTU.3310","1"
"934",NA,"0.1196","OTU.5670","1"
"935",NA,"0.5871","OTU.336","1"
"936",NA,"0.9849","OTU.1110","1"
"937",NA,"0.3189","OTU.1345","1"
"938",NA,"0.6909","OTU.1377","1"
"939",NA,"0.3429","OTU.2512","1"
"940",NA,NA,"OTU.2886","1"
"941",NA,NA,"OTU.3036","1"
"942",NA,NA,"OTU.4285","1"
"943",NA,NA,"OTU.4318","1"
"944",NA,"0.4065","OTU.489","1"
"945",NA,"0.7541","OTU.583","1"
"946",NA,"0.6459","OTU.589","1"
"947",NA,"0.6294","OTU.722","1"
"948",NA,"0.8922","OTU.777","1"
"949",NA,"0.6008","OTU.830","1"
"950",NA,"0.6694","OTU.943","1"
"951",NA,"0.589","OTU.409","1"
"952",NA,"0.9509","OTU.1141","1"
"953",NA,"0.1096","OTU.1391","1"
"954",NA,"0.4003","OTU.1663","1"
"955",NA,NA,"OTU.5556","1"
"956",NA,"0.5387","OTU.651","1"
"957",NA,"0.6305","OTU.772","1"
"958",NA,"0.2887","OTU.813","1"
"959",NA,"0.6116","OTU.821","1"
"960",NA,"0.7956","OTU.1242","1"
"961",NA,"0.4944","OTU.958","1"
"962",NA,"0.3645","OTU.280","1"
"963",NA,"0.6846","OTU.1016","1"
"964",NA,"0.7438","OTU.1392","1"
"965",NA,"0.954","OTU.249","1"
"966",NA,NA,"OTU.3889","1"
"967",NA,"0.4411","OTU.548","1"
"968",NA,"0.3913","OTU.550","1"
"969",NA,"0.9147","OTU.581","1"
"970",NA,"0.9721","OTU.1177","1"
"971",NA,"0.3201","OTU.1224","1"
"972",NA,"0.2434","OTU.1247","1"
"973",NA,"0.3263","OTU.1452","1"
"974",NA,NA,"OTU.1839","1"
"975",NA,"0.9832","OTU.1917","1"
"976",NA,NA,"OTU.3010","1"
"977",NA,"0.966","OTU.344","1"
"978",NA,"0.2792","OTU.380","1"
"979",NA,"0.5054","OTU.5039","1"
"980",NA,"0.6835","OTU.686","1"
"981",NA,"0.1074","OTU.693","1"
"982",NA,"0.5143","OTU.740","1"
"983",NA,"0.2661","OTU.955","1"
"984",NA,NA,"OTU.1533","1"
"985",NA,"0.3643","OTU.530","1"
"986",NA,"0.5192","OTU.1431","1"
"987",NA,"0.4749","OTU.5130","1"
"988",NA,"0.4371","OTU.601","1"
"989",NA,"0.058","OTU.650","1"
"990",NA,"0.8461","OTU.831","1"
"991",NA,"0.5121","OTU.453","1"
"992",NA,"0.9883","OTU.784","1"
"993",NA,"0.1689","OTU.1192","1"
"994",NA,"0.3924","OTU.1667","1"
"995",NA,"0.6708","OTU.1945","1"
"996",NA,"0.0999","OTU.2462","1"
"997",NA,NA,"OTU.2674","1"
"998",NA,NA,"OTU.971","1"
"999",NA,NA,"OTU.2919","1"
"1000",NA,"0.8091","OTU.1176","1"
"1001",NA,"0.9189","OTU.1307","1"
"1002",NA,"0.2604","OTU.1629","1"
"1003",NA,"0.7521","OTU.1637","1"
"1004",NA,"0.4454","OTU.5416","1"
"1005",NA,"0.2927","OTU.5987","1"
"1006",NA,"0.8834","OTU.744","1"
"1007",NA,"0.2964","OTU.859","1"
"1008",NA,"0.686","OTU.421","1"
"1009",NA,NA,"OTU.770","1"
"1010",NA,"0.7478","OTU.2001","1"
"1011",NA,"0.3437","OTU.495","1"
"1012",NA,"0.7344","OTU.534","1"
"1013",NA,"0.5693","OTU.5607","1"
"1014",NA,"0.217","OTU.618","1"
"1015",NA,"0.3248","OTU.892","1"
"1016",NA,"0.5998","OTU.1448","1"
"1017",NA,"0.0342","OTU.767","1"
"1018",NA,"0.5219","OTU.5263","1"
"1019",NA,"0.9626","OTU.888","1"
"1020",NA,"0.3197","OTU.758","1"
"1021",NA,"0.9055","OTU.703","1"
"1022",NA,"0.3311","OTU.1000","1"
"1023",NA,"0.8175","OTU.271","1"
"1024",NA,"0.6309","OTU.5437","1"
"1025",NA,"0.9755","OTU.579","1"
"1026",NA,"0.6874","OTU.2059","1"
"1027",NA,NA,"OTU.3033","1"
"1028",NA,"0.0738","OTU.498","1"
"1029",NA,"0.6728","OTU.385","1"
"1030",NA,"0.2866","OTU.1234","1"
"1031",NA,NA,"OTU.805","1"
"1032",NA,"0.2532","OTU.325","1"
"1033",NA,"0.2952","OTU.329","1"
"1034",NA,"0.7772","OTU.412","1"
"1035",NA,"0.5622","OTU.5491","1"
"1036",NA,"0.5665","OTU.771","1"
"1037",NA,"0.6088","OTU.808","1"
"1038",NA,"0.4767","OTU.2380","1"
"1039",NA,"0.5729","OTU.547","1"
"1040",NA,"0.5619","OTU.825","1"
"1041",NA,"0.8032","OTU.383","1"
"1042",NA,NA,"OTU.1292","1"
"1043",NA,NA,"OTU.1360","1"
"1044",NA,"0.8148","OTU.2017","1"
"1045",NA,"0.7984","OTU.4039","1"
"1046",NA,"0.4125","OTU.613","1"
"1047",NA,"0.2997","OTU.717","1"
"1048",NA,"0.6406","OTU.797","1"
"1049",NA,"0.3876","OTU.1196","1"
"1050",NA,"0.3259","OTU.659","1"
"1051",NA,"0.544","OTU.688","1"
"1052",NA,"0.6673","OTU.4627","1"
"1053",NA,"0.6762","OTU.834","1"
"1054",NA,"0.8624","OTU.969","1"
"1055",NA,"0.8017","OTU.1105","1"
"1056",NA,"0.9182","OTU.1368","1"
"1057",NA,"0.5662","OTU.2274","1"
"1058",NA,"0.7661","OTU.2719","1"
"1059",NA,NA,"OTU.3348","1"
"1060",NA,"0.6269","OTU.3446","1"
"1061",NA,NA,"OTU.1728","1"
"1062",NA,"0.7643","OTU.911","1"
"1063",NA,"0.9733","OTU.1430","1"
"1064",NA,"0.5233","OTU.365","1"
"1065",NA,"0.5131","OTU.3694","1"
"1066",NA,"0.1368","OTU.2042","1"
"1067",NA,"0.8163","OTU.538","1"
"1068",NA,NA,"OTU.1052","1"
"1069",NA,"0.549","OTU.1186","1"
"1070",NA,"0.3537","OTU.950","1"
"1071",NA,"0.8661","OTU.989","1"
"1072",NA,NA,"OTU.2036","1"
"1073",NA,NA,"OTU.2852","1"
"1074",NA,"0.8567","OTU.1412","1"
"1075",NA,NA,"OTU.551","1"
"1076",NA,"0.0527","OTU.1293","1"
"1077",NA,"0.9153","OTU.2337","1"
"1078",NA,NA,"OTU.2993","1"
"1079",NA,"0.9194","OTU.588","1"
"1080",NA,"0.2745","OTU.6204","1"
"1081",NA,"0.3635","OTU.725","1"
"1082",NA,"0.8499","OTU.500","1"
"1083",NA,"0.7845","OTU.2131","1"
"1084",NA,"0.2631","OTU.1077","1"
"1085",NA,"0.397","OTU.481","1"
"1086",NA,"0.0374","OTU.709","1"
"1087",NA,"0.3545","OTU.1635","1"
"1088",NA,"0.9281","OTU.663","1"
"1089",NA,"0.0093","OTU.1355","1"
"1090",NA,NA,"OTU.1726","1"
"1091",NA,"0.2354","OTU.1951","1"
"1092",NA,"0.6414","OTU.2022","1"
"1093",NA,NA,"OTU.3088","1"
"1094",NA,NA,"OTU.3537","1"
"1095",NA,"0.574","OTU.4238","1"
"1096",NA,"0.6355","OTU.433","1"
"1097",NA,"0.9857","OTU.446","1"
"1098",NA,"0.3248","OTU.5594","1"
"1099",NA,"0.751","OTU.833","1"
"1100",NA,"0.73","OTU.970","1"
"1101",NA,"0.8638","OTU.584","1"
"1102",NA,NA,"OTU.1339","1"
"1103",NA,"0.5587","OTU.179","1"
"1104",NA,"0.3481","OTU.2207","1"
"1105",NA,"0.3253","OTU.2412","1"
"1106",NA,"0.1869","OTU.2612","1"
"1107",NA,"0.8335","OTU.320","1"
"1108",NA,"0.5687","OTU.343","1"
"1109",NA,"0.0347","OTU.5645","1"
"1110",NA,"0.9844","OTU.5975","1"
"1111",NA,"0.6849","OTU.776","1"
"1112",NA,"0.4088","OTU.557","1"
"1113",NA,"0.7893","OTU.384","1"
"1114",NA,"0.4155","OTU.1755","1"
"1115",NA,"0.8824","OTU.1143","1"
"1116",NA,NA,"OTU.2025","1"
"1117",NA,NA,"OTU.3114","1"
"1118",NA,"0.1426","OTU.616","1"
"1119",NA,"0.4422","OTU.1718","1"
"1120",NA,"0.0443","OTU.1774","1"
"1121",NA,NA,"OTU.2212","1"
"1122",NA,"0.0947","OTU.4514","1"
"1123",NA,"0.5466","OTU.463","1"
"1124",NA,"0.555","OTU.526","1"
"1125",NA,"0.6215","OTU.5419","1"
"1126",NA,NA,"OTU.6048","1"
"1127",NA,"0.0917","OTU.953","1"
"1128",NA,"0.8974","OTU.1101","1"
"1129",NA,NA,"OTU.5601","1"
"1130",NA,"0.1041","OTU.883","1"
"1131",NA,"0.8903","OTU.5575","1"
"1132",NA,"0.7348","OTU.331","1"
"1133",NA,"0.9516","OTU.1003","1"
"1134",NA,"0.7823","OTU.1022","1"
"1135",NA,NA,"OTU.1091","1"
"1136",NA,NA,"OTU.1107","1"
"1137",NA,"0.554","OTU.1160","1"
"1138",NA,NA,"OTU.1203","1"
"1139",NA,"0.4732","OTU.1295","1"
"1140",NA,NA,"OTU.1374","1"
"1141",NA,"0.976","OTU.1465","1"
"1142",NA,"0.8146","OTU.1479","1"
"1143",NA,NA,"OTU.1482","1"
"1144",NA,"0.631","OTU.1541","1"
"1145",NA,"0.6039","OTU.1640","1"
"1146",NA,"0.9376","OTU.1655","1"
"1147",NA,"0.4411","OTU.1741","1"
"1148",NA,NA,"OTU.1778","1"
"1149",NA,NA,"OTU.2015","1"
"1150",NA,"0.259","OTU.2046","1"
"1151",NA,"0.4296","OTU.2183","1"
"1152",NA,"0.838","OTU.2306","1"
"1153",NA,NA,"OTU.2573","1"
"1154",NA,NA,"OTU.2675","1"
"1155",NA,NA,"OTU.2723","1"
"1156",NA,NA,"OTU.2813","1"
"1157",NA,NA,"OTU.2921","1"
"1158",NA,"0.6726","OTU.2933","1"
"1159",NA,"0.0567","OTU.305","1"
"1160",NA,NA,"OTU.3052","1"
"1161",NA,NA,"OTU.3121","1"
"1162",NA,"0.8055","OTU.3188","1"
"1163",NA,NA,"OTU.3461","1"
"1164",NA,"0.7273","OTU.353","1"
"1165",NA,NA,"OTU.3873","1"
"1166",NA,NA,"OTU.3951","1"
"1167",NA,"0.7875","OTU.4047","1"
"1168",NA,"0.7442","OTU.423","1"
"1169",NA,"0.8628","OTU.444","1"
"1170",NA,"0.7708","OTU.460","1"
"1171",NA,NA,"OTU.4637","1"
"1172",NA,"0.2051","OTU.497","1"
"1173",NA,"0.1795","OTU.5220","1"
"1174",NA,"0.0219","OTU.590","1"
"1175",NA,"0.9417","OTU.604","1"
"1176",NA,"0.511","OTU.611","1"
"1177",NA,"0.8767","OTU.620","1"
"1178",NA,"0.5945","OTU.642","1"
"1179",NA,"0.7681","OTU.732","1"
"1180",NA,"0.3464","OTU.736","1"
"1181",NA,"0.6454","OTU.890","1"
"1182",NA,"0.2246","OTU.895","1"
"1183",NA,"0.9031","OTU.897","1"
"1184",NA,"0.475","OTU.898","1"
"1185",NA,"0.743","OTU.940","1"
"1186",NA,"0.9874","OTU.973","1"
"1187",NA,"0.5174","OTU.411","1"
"1188",NA,"0.0097","OTU.4951","1"
"1189",NA,"0.6986","OTU.5860","1"
"1190",NA,NA,"OTU.1443","1"
"1191",NA,"0.6987","OTU.4731","1"
"1192",NA,"0.4763","OTU.886","1"
"1193",NA,"0.3633","OTU.3555","1"
"1194",NA,"0.384","OTU.1266","1"
"1195",NA,"0.5523","OTU.1281","1"
"1196",NA,"0.3629","OTU.1322","1"
"1197",NA,NA,"OTU.2121","1"
"1198",NA,"0.2964","OTU.3308","1"
"1199",NA,NA,"OTU.4535","1"
"1200",NA,"0.0194","OTU.615","1"
"1201",NA,"0.7862","OTU.733","1"
"1202",NA,"0.5965","OTU.1039","1"
"1203",NA,"0.2661","OTU.1373","1"
"1204",NA,"0.2145","OTU.2976","1"
"1205",NA,"0.4843","OTU.4705","1"
"1206",NA,"0.7888","OTU.857","1"
"1207",NA,"0.1339","OTU.926","1"
"1208",NA,"0.9436","OTU.4981","1"
"1209",NA,NA,"OTU.1256","1"
"1210",NA,NA,"OTU.1944","1"
"1211",NA,"0.0143","OTU.1069","1"
"1212",NA,"0.461","OTU.6045","1"
"1213",NA,NA,"OTU.1055","1"
"1214",NA,"0.1347","OTU.1112","1"
"1215",NA,"0.9723","OTU.1181","1"
"1216",NA,"0.895","OTU.1208","1"
"1217",NA,"0.1903","OTU.1351","1"
"1218",NA,NA,"OTU.1381","1"
"1219",NA,"0.4484","OTU.1418","1"
"1220",NA,"0.5638","OTU.1645","1"
"1221",NA,NA,"OTU.1694","1"
"1222",NA,NA,"OTU.1697","1"
"1223",NA,NA,"OTU.1809","1"
"1224",NA,"0.5356","OTU.1958","1"
"1225",NA,NA,"OTU.2241","1"
"1226",NA,NA,"OTU.2376","1"
"1227",NA,"0.7632","OTU.2471","1"
"1228",NA,"0.9423","OTU.2554","1"
"1229",NA,"0.6005","OTU.2611","1"
"1230",NA,"0.5805","OTU.2718","1"
"1231",NA,NA,"OTU.3148","1"
"1232",NA,NA,"OTU.3750","1"
"1233",NA,NA,"OTU.3961","1"
"1234",NA,"0.3454","OTU.399","1"
"1235",NA,"0.4488","OTU.4082","1"
"1236",NA,"0.8397","OTU.4420","1"
"1237",NA,"0.0108","OTU.456","1"
"1238",NA,"0.6087","OTU.480","1"
"1239",NA,"0.905","OTU.503","1"
"1240",NA,"0.3684","OTU.523","1"
"1241",NA,"0.7648","OTU.691","1"
"1242",NA,"0.187","OTU.695","1"
"1243",NA,"0.7092","OTU.826","1"
"1244",NA,"0.1638","OTU.828","1"
"1245",NA,"0.3997","OTU.885","1"
"1246",NA,"0.2134","OTU.1463","1"
"1247",NA,NA,"OTU.1074","1"
"1248",NA,"0.1563","OTU.1185","1"
"1249",NA,NA,"OTU.1404","1"
"1250",NA,"0.2888","OTU.1046","1"
"1251",NA,NA,"OTU.1509","1"
"1252",NA,"0.3938","OTU.804","1"
"1253",NA,"0.5028","OTU.499","1"
"1254",NA,"0.6576","OTU.527","1"
"1255",NA,"0.9003","OTU.773","1"
"1256",NA,"0.3452","OTU.3719","1"
"1257",NA,"0.2573","OTU.1651","1"
"1258",NA,"0.6803","OTU.1262","1"
"1259",NA,"0.2736","OTU.3326","1"
"1260",NA,"0.3551","OTU.1013","1"
"1261",NA,NA,"OTU.1109","1"
"1262",NA,"0.8113","OTU.1582","1"
"1263",NA,"0.427","OTU.1628","1"
"1264",NA,NA,"OTU.2496","1"
"1265",NA,"0.0917","OTU.297","1"
"1266",NA,"0.3313","OTU.3963","1"
"1267",NA,"0.3824","OTU.4617","1"
"1268",NA,"0.7455","OTU.490","1"
"1269",NA,"0.2482","OTU.1638","1"
"1270",NA,"0.3915","OTU.3298","1"
"1271",NA,NA,"OTU.3583","1"
"1272",NA,NA,"OTU.3757","1"
"1273",NA,"0.5404","OTU.780","1"
"1274",NA,"0.9081","OTU.794","1"
"1275",NA,"0.8107","OTU.806","1"
"1276",NA,"0.1701","OTU.200","1"
"1277",NA,"0.5591","OTU.714","1"
"1278",NA,"0.4648","OTU.979","1"
"1279",NA,"0.894","OTU.1011","1"
"1280",NA,"0.4717","OTU.1712","1"
"1281",NA,"0.4391","OTU.2319","1"
"1282",NA,"0.5283","OTU.426","1"
"1283",NA,"0.9805","OTU.749","1"
"1284",NA,"0.9605","OTU.2087","1"
"1285",NA,NA,"OTU.3125","1"
"1286",NA,"0.9684","OTU.516","1"
"1287",NA,"0.4865","OTU.664","1"
"1288",NA,"0.8068","OTU.404","1"
"1289",NA,"0.6058","OTU.1038","1"
"1290",NA,"0.4249","OTU.586","1"
"1291",NA,"0.5817","OTU.592","1"
"1292",NA,"0.9639","OTU.2767","1"
"1293",NA,"0.0731","OTU.1269","1"
"1294",NA,"0.1901","OTU.1756","1"
"1295",NA,NA,"OTU.2281","1"
"1296",NA,NA,"OTU.2385","1"
"1297",NA,"0.3495","OTU.3426","1"
"1298",NA,NA,"OTU.4577","1"
"1299",NA,"0.9504","OTU.762","1"
"1300",NA,"0.3069","OTU.864","1"
"1301",NA,"0.4865","OTU.1146","1"
"1302",NA,NA,"OTU.1128","1"
"1303",NA,"0.4464","OTU.880","1"
"1304",NA,"0.5408","OTU.1012","1"
"1305",NA,"0.0093","OTU.2176","1"
"1306",NA,"0.3337","OTU.3510","1"
"1307",NA,"0.9659","OTU.524","1"
"1308",NA,"0.8654","OTU.596","1"
"1309",NA,"0.7678","OTU.3182","1"
